key,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area
US_NE_31003,,42.18,-98.07,,2223,,
US_NE_31005,,41.57,-101.7,,1860,,
US_NE_31007,,41.54,-103.72,,1933,,
US_NE_31009,,41.93,-99.98,,1850,,
US_NE_31011,,41.7,-98.06,,1780,,
US_NE_31013,,42.21,-103.08,,2792,,
US_NE_31015,,42.9,-98.77,,1410,,
US_NE_31017,,42.44,-99.93,,3173,,
US_NE_31019,,40.86,-99.07,,2526,,
US_NE_31021,,41.85,-96.32,,1287,,
US_NE_31023,,41.22,-97.13,,1514,,
US_NE_31025,,40.91,-96.14,,1466,,
US_NE_31027,,42.6,-97.25,,1932,,
US_NE_31029,,40.53,-101.69,,2325,,
US_NE_31031,,42.54,-101.12,,15565,,
US_NE_31033,,41.22,-102.99,,3099,,
US_NE_31035,,40.52,-98.05,,1485,,
US_NE_31037,,41.58,-97.09,,1084,,
US_NE_31039,,41.92,-96.79,,1488,,
US_NE_31041,,41.39,-99.73,,6672,,
US_NE_31043,,42.39,-96.56,,693,,
US_NE_31045,,42.71,-103.14,,3628,,
US_NE_31047,,40.87,-99.81,,2640,,
US_NE_31049,,41.11,-102.33,,1142,,
US_NE_31051,,42.5,-96.87,,1234,,
US_NE_31053,,41.58,-96.65,,1409,,
US_NE_31055,,41.3,-96.15,,880,,
US_NE_31057,,40.18,-101.69,,2385,,
US_NE_31059,,40.52,-97.6,,1493,,
US_NE_31061,,40.18,-98.95,,1492,,
US_NE_31063,,40.53,-100.39,,2438,,
US_NE_31065,,40.17,-99.91,,1866,,
US_NE_31067,,40.27,-96.69,,2227,,
US_NE_31069,,41.62,-102.34,,4483,,
US_NE_31071,,41.89,-98.98,,1480,,
US_NE_31073,,40.5,-99.82,,1198,,
US_NE_31075,,41.92,-101.74,,2029,,
US_NE_31077,,41.56,-98.52,,1478,,
US_NE_31079,,40.87,-98.5,,1430,,
US_NE_31081,,40.88,-98.02,,1416,,
US_NE_31083,,40.17,-99.4,,1487,,
US_NE_31085,,40.53,-101.06,,1848,,
US_NE_31087,,40.18,-101.04,,1861,,
US_NE_31089,,42.46,-98.78,,6262,,
US_NE_31091,,41.89,-101.14,,1869,,
US_NE_31093,,41.22,-98.52,,1491,,
US_NE_31095,,40.17,-97.15,,1491,,
US_NE_31097,,40.4,-96.27,,976,,
US_NE_31099,,40.51,-98.95,,1337,,
US_NE_31101,,41.2,-101.66,,2874,,
US_NE_31103,,42.88,-99.72,,2005,,
US_NE_31105,,41.2,-103.71,,2466,,
US_NE_31107,,42.63,-97.88,,2952,,
US_NE_31109,,40.78,-96.69,,2193,,
US_NE_31111,,41.05,-100.75,,6669,,
US_NE_31113,,41.56,-100.48,,1479,,
US_NE_31115,,41.93,-99.45,,1479,,
US_NE_31117,,41.57,-101.06,,2227,,
US_NE_31119,,41.92,-97.6,,1489,,
US_NE_31121,,41.17,-98.03,,1281,,
US_NE_31123,,41.69,-103.01,,3703,,
US_NE_31125,,41.39,-97.99,,1160,,
US_NE_31127,,40.39,-95.85,,1067,,
US_NE_31129,,40.18,-98.05,,1492,,
US_NE_31131,,40.6762,-95.8617,,1603,,
US_NE_31133,,40.13,-96.24,,1121,,
US_NE_31135,,40.84,-101.66,,2290,,
US_NE_31137,,40.51,-99.41,,1400,,
US_NE_31139,,42.27,-97.61,,1490,,
US_NE_31141,,41.57,-97.53,,1785,,
US_NE_31143,,41.19,-97.57,,1141,,
US_NE_31145,,40.18,-100.48,,1860,,
US_NE_31147,,40.12,-95.72,,1440,,
US_NE_31149,,42.42,-99.45,,2621,,
US_NE_31151,,40.53,-97.14,,1492,,
US_NE_31153,,41.11,-96.11,,640,,
US_NE_31155,,41.23,-96.63,,1965,,
US_NE_31157,,41.85,-103.71,,1931,,
US_NE_31159,,40.87,-97.14,,1491,,
US_NE_31161,,42.5,-102.43,,6397,,
US_NE_31163,,41.22,-98.97,,1481,,
US_NE_31165,,42.48,-103.77,,5354,,
US_NE_31167,,41.92,-97.19,,1116,,
US_NE_31169,,40.18,-97.59,,1490,,
US_NE_31171,,41.92,-100.58,,1848,,
US_NE_31173,,42.16,-96.55,,1026,,
US_NE_31175,,41.57,-98.98,,1478,,
US_NE_31177,,41.53,-96.22,,393,,
US_NE_31179,,42.21,-97.12,,443,,
US_NE_31181,,40.18,-98.5,,575,,
US_NE_31183,,41.92,-98.53,,576,,
US_NE_31185,,40.87,-97.6,,576,,
US_NH,67213,44,-71.5,305,24214,,
US_NH_33001,,43.515202,-71.436073,,1214,,
US_NH_33003,,43.822605,-71.181587,,2570,,
US_NH_33005,,42.9118,-72.242081,,1888,,
US_NH_33007,,44.613773,-71.339943,,4743,,
US_NH_33009,,43.896069,-71.89463,,4533,,
US_NH_33011,,42.895584,-71.582741,,2311,,
US_NH_33013,,43.277702,-71.637253,,2477,,
US_NH_33015,,42.962872,-71.077621,,2056,,
US_NH_33017,,43.258289,-70.976105,,994,,
US_NH_33019,,43.344208,-72.24733,,1429,,
US_NJ,224951,40,-74.5,75,22591,,
US_NJ_34001,,39.47,-74.64,,1739,,
US_NJ_34003,,40.96,-74.07,,639,,
US_NJ_34005,,39.88,-74.67,,2122,,
US_NJ_34007,,39.8,-74.96,,589,,
US_NJ_34009,,39.08,-74.86,,1607,,
US_NJ_34011,,39.33,-75.13,,1752,,
US_NJ_34013,,40.79,-74.25,,336,,
US_NJ_34015,,39.71,-75.14,,873,,
US_NJ_34017,,40.73,-74.08,,162,,
US_NJ_34019,,40.57,-74.92,,1134,,
US_NJ_34021,,40.28,-74.7,,593,,
US_NJ_34023,,40.44,-74.41,,835,,
US_NJ_34025,,40.29,-74.15,,1723,,
US_NJ_34027,,40.87,-74.55,,1247,,
US_NJ_34029,,39.87,-74.25,,2372,,
US_NJ_34031,,41.03,-74.3,,510,,
US_NJ_34033,,39.58,-75.36,,965,,
US_NJ_34035,,40.56,-74.61,,790,,
US_NJ_34037,,41.14,-74.69,,1388,,
US_NJ_34039,,40.65,-74.29,,273,,
US_NJ_34041,,40.9,-75,,363,,
US_NM,162014,34,-106,,315194,,
US_NM_35001,,35.05,-106.67,,3027,,
US_NM_35003,,33.92,-108.42,,17946,,
US_NM_35005,,33.36,-104.47,,15734,,
US_NM_35006,,34.92,-107.99,,11756,,
US_NM_35007,,36.61,-104.64,,9759,,
US_NM_35009,,34.57,-103.35,,3646,,
US_NM_35011,,34.471667,-104.245556,,6045,,
US_NM_35013,,32.312222,-106.778333,,9888,,
US_NM_35015,,32.47,-104.3,,10872,,
US_NM_35017,,32.73,-108.38,,10276,,
US_NM_35019,,34.86,-104.78,,7852,,
US_NM_35021,,35.86,-103.82,,5506,,
US_NM_35023,,31.92,-108.71,,8925,,
US_NM_35025,,32.8,-103.42,,11380,,
US_NM_35027,,33.74,-105.46,,12513,,
US_NM_35028,,35.87,-106.31,,283,,
US_NM_35029,,32.18,-107.75,,7680,,
US_NM_35031,,35.58,-108.26,,14129,,
US_NM_35033,,36.02,-104.94,,5008,,
US_NM_35035,,32.62,-105.73,,17162,,
US_NM_35037,,35.11,-103.55,,7464,,
US_NM_35039,,36.51,-106.7,,15171,,
US_NM_35041,,34.02,-103.48,,6358,,
US_NM_35043,,35.69,-106.85,,9620,,
US_NM_35045,,36.51,-108.32,,14281,,
US_NM_35047,,35.47,-104.83,,12265,,
US_NM_35049,,35.51,-105.98,,4944,,
US_NM_35051,,33.14,-107.19,,10972,,
US_NM_35053,,34.02,-106.93,,17220,,
US_NM_35055,,36.57,-105.63,,5710,,
US_NM_35057,,34.64,-105.85,,8666,,
US_NM_35059,,36.48,-103.47,,9922,,
US_NM_35061,,34.72,-106.8,,2765,,
US_NV,165473,39,-117,1676,286380,,
US_NV_32001,,39.6,-118.34,,13010,,
US_NV_32003,,36.2,-115.02,,20955,,
US_NV_32005,,38.92,-119.61,,1910,,
US_NV_32007,,41.13,-115.35,,44555,,
US_NV_32009,,37.79,-117.63,,9295,,
US_NV_32011,,39.98,-116.27,,10826,,
US_NV_32013,,41.41,-118.12,,25014,,
US_NV_32015,,39.95,-117.03,,14295,,
US_NV_32017,,37.64,-114.88,,27549,,
US_NV_32019,,39.01,-119.19,,5222,,
US_NV_32021,,38.54,-118.43,,9876,,
US_NV_32023,,38.05,-116.45,,47031,,
US_NV_32027,,40.45,-118.4,,15715,,
US_NV_32029,,39.45,-119.53,,683,,
US_NV_32031,,40.63,-119.68,,16967,,
US_NV_32033,,39.44,-114.9,,8897,,
US_NV_32510,166460,39.16083333333,-119.7538888889,1463,407,,
US_NY,61320,43,-75,305,141300,,
US_NY_36001,,42.662094,-73.849075,,1381,,
US_NY_36003,,42.232937,-78.026093,,2679,,
US_NY_36005,2552450,40.84676,-73.873207,90,148,,
US_NY_36007,,42.136986,-75.888313,,1853,,
US_NY_36009,,42.230316,-78.638206,,3425,,
US_NY_36011,3379365,43,-76.56666666667,,2237,,
US_NY_36013,1838089,42.3,-79.41,,3885,,
US_NY_36015,,42.14,-76.76,,1064,,
US_NY_36017,,42.5,-75.62,,2328,,
US_NY_36019,,44.74,-73.68,,2895,,
US_NY_36021,,42.25,-73.63,,1679,,
US_NY_36023,1838016,42.6,-76.06666666667,,1299,,
US_NY_36025,,42.2,-74.96,,3802,,
US_NY_36027,,41.76,-73.75,,2138,,
US_NY_36029,,42.75,-78.78,,3178,,
US_NY_36031,,44.11,-73.77,,4964,,
US_NY_36033,,44.6,-74.31,,4396,,
US_NY_36035,,43.11,-74.42,,1380,,
US_NY_36037,,43,-78.19,,1283,,
US_NY_36039,,42.29,-74.13,,1705,,
US_NY_36041,87783,43.65,-74.5,,4682,,
US_NY_36043,,43.41,-74.96,,3777,,
US_NY_36045,,43.99,-76.05,,4810,,
US_NY_36047,369518,40.69277777778,-73.99027777778,,251,,
US_NY_36049,,43.79,-75.45,,3341,,
US_NY_36051,,42.73,-77.77,,1659,,
US_NY_36053,,42.91,-75.67,147,1713,,
US_NY_36055,,43.3,-77.69,,3537,,
US_NY_36057,,42.91,-74.44,,1063,,
US_NY_36059,,40.74722222222,-73.63805555556,,1173,,
US_NY_36061,8398124,40.72833333333,-73.99416666667,85,87,,
US_NY_36063,,43.32,-78.79,,2952,,
US_NY_36065,,43.24,-75.44,,3256,,
US_NY_36067,,43.01,-76.2,,2087,,
US_NY_36069,,42.85,-77.29,,1716,,
US_NY_36071,1835362,41.4,-74.31,,2172,,
US_NY_36073,,43.37,-78.23,,2117,,
US_NY_36075,,43.47,-76.2,,3399,,
US_NY_36077,,42.63,-75.04,,2597,,
US_NY_36079,,41.43,-73.75,,638,,
US_NY_36081,369519,40.70416666667,-73.91777777778,,461,,
US_NY_36083,,42.71,-73.49,,1723,,
US_NY_36085,962876,40.57628055556,-74.14483888889,,265,,
US_NY_36087,,41.15,-74.03,,516,,
US_NY_36089,,44.5,-75.07,,7308,,
US_NY_36091,,43.11,-73.87,,2185,,
US_NY_36093,,42.81,-74.07,,543,,
US_NY_36095,,42.59,-74.44,,1622,,
US_NY_36097,,42.39,-76.88,,886,,
US_NY_36099,,42.79,-76.83,,842,,
US_NY_36101,,42.26,-77.39,,3637,,
US_NY_36103,,40.94,-72.68,,6146,,
US_NY_36105,,41.72,-74.76,,2582,,
US_NY_36107,,42.17,-76.3,,1354,,
US_NY_36109,,42.45,-76.47,,1273,,
US_NY_36111,,41.89,-74.26,,3006,,
US_NY_36113,,43.56,-73.84,,2413,,
US_NY_36115,,43.323151,-73.428187,,2191,,
US_NY_36117,,43.28,-77.05,,3585,,
US_NY_36119,,41.15,-73.775,0,1295,,
US_NY_36121,,42.83333333333,-78.08333333333,,1544,,
US_NY_36123,,42.64,-77.1,,974,,
US_NY_NYC,175905,40.67,-73.94,11,1214,,
US_OH,162061,40.5,-82.5,,116096,,
US_OH_39001,,38.84,-83.48,,1517,,
US_OH_39003,,40.76666666667,-84.11666666667,,1054,,
US_OH_39005,,40.84,-82.27,,1106,,
US_OH_39007,,41.89,-80.76,,3544,,
US_OH_39009,,39.33,-82.05,,1317,,
US_OH_39011,,40.56,-84.22,,1040,,
US_OH_39013,,40.02,-80.99,,1402,,
US_OH_39015,,38.93,-83.87,,1283,,
US_OH_39017,,39.44,-84.58,,1218,,
US_OH_39019,,40.58,-81.09,,399,,
US_OH_39021,,40.14,-83.77,,1113,,
US_OH_39023,,39.92,-83.78,,1045,,
US_OH_39025,,39.05,-84.15,,1185,,
US_OH_39027,,39.41,-83.81,,1068,,
US_OH_39029,,40.77,-80.78,,1386,,
US_OH_39031,,40.3,-81.92,,1470,,
US_OH_39033,,40.85,-82.92,,1043,,
US_OH_39035,,41.54,-81.66,,3226,,
US_OH_39037,,40.13,-84.62,,1555,,
US_OH_39039,,41.32,-84.49,,1073,,
US_OH_39041,,40.28,-83.01,,1181,,
US_OH_39043,,41.51,-82.61,,1622,,
US_OH_39045,,39.75,-82.63,,1317,,
US_OH_39047,,39.56,-83.45,,1054,,
US_OH_39049,,39.97,-83.01,,1408,,
US_OH_39051,,41.6,-84.12,,1055,,
US_OH_39053,,38.83,-82.32,,1220,,
US_OH_39055,,41.5,-81.17,,1057,,
US_OH_39057,,39.69,-83.89,,1078,,
US_OH_39059,,40.05,-81.5,,1368,,
US_OH_39061,,39.2,-84.54,,1069,,
US_OH_39063,,41,-83.67,,1382,,
US_OH_39065,,40.66,-83.66,,1219,,
US_OH_39067,,40.29,-81.09,,1064,,
US_OH_39069,,41.33,-84.07,,1088,,
US_OH_39071,,39.18,-83.6,,1445,,
US_OH_39073,,39.5,-82.48,,1097,,
US_OH_39075,,40.56,-81.93,,1098,,
US_OH_39077,,41.15,-82.6,,1281,,
US_OH_39079,,39.02,-82.62,,1092,,
US_OH_39081,,40.38,-80.76,,1064,,
US_OH_39083,,40.38333333333,-82.46666666667,,1371,,
US_OH_39085,,41.82,-81.24,,2535,,
US_OH_39087,,38.59,-82.54,,1184,,
US_OH_39089,,40.09,-82.48,,1783,,
US_OH_39091,,40.39,-83.77,,1209,,
US_OH_39093,,41.47,-82.15,,2391,,
US_OH_39095,,41.68,-83.5,,1543,,
US_OH_39097,,39.9,-83.4,,1207,,
US_OH_39099,,41.02,-80.77,,1097,,
US_OH_39101,,40.59,-83.16,,1047,,
US_OH_39103,,41.12,-81.9,,1096,,
US_OH_39105,,39.08,-82.02,,1120,,
US_OH_39107,,40.54,-84.63,,1226,,
US_OH_39109,,40.05,-84.23,,1060,,
US_OH_39111,,39.73,-81.08,,1185,,
US_OH_39113,,39.75,-84.29,,1203,,
US_OH_39115,,39.61,-81.85,,1093,,
US_OH_39117,,40.53,-82.8,,1055,,
US_OH_39119,,39.97,-81.95,,1742,,
US_OH_39121,,39.77,-81.45,,1048,,
US_OH_39123,,41.59,-83.06,,1515,,
US_OH_39125,,41.12,-84.58,,1077,,
US_OH_39127,,39.74,-82.24,,1069,,
US_OH_39129,,39.64,-83.03,,1313,,
US_OH_39131,,39.08,-83.07,,1150,,
US_OH_39133,,41.17,-81.2,,1313,,
US_OH_39135,,39.74,-84.65,,1104,,
US_OH_39137,,41.02,-84.13,,1254,,
US_OH_39139,,40.78,-82.54,,1296,,
US_OH_39141,,39.33,-83.06,,1795,,
US_OH_39143,,41.36,-83.15,,1082,,
US_OH_39145,,38.81,-82.99,,1596,,
US_OH_39147,,41.13,-83.13,,1431,,
US_OH_39149,,40.33,-84.2,,1065,,
US_OH_39151,,40.81,-81.37,,1505,,
US_OH_39153,,41.13,-81.53,,1088,,
US_OH_39155,,41.32,-80.76,,1644,,
US_OH_39157,911305,40.45,-81.47,,1480,,
US_OH_39159,,40.31,-83.37,,1132,,
US_OH_39161,,40.86,-84.59,,1063,,
US_OH_39163,,39.25,-82.49,,415,,
US_OH_39165,,39.43,-84.17,,407,,
US_OH_39167,,39.46,-81.49,,640,,
US_OH_39169,,40.83,-81.89,,557,,
US_OH_39171,,41.56,-84.58,,423,,
US_OH_39173,,41.36,-83.62,,620,,
US_OH_39175,,40.85,-83.3,,1056,,
US_OK,161645,35.5,-98,,181195,,
US_OK_40001,,35.88,-94.66,,1494,,
US_OK_40003,,36.73,-98.32,,2283,,
US_OK_40005,,34.38,-96.05,,2564,,
US_OK_40007,,36.75,-100.48,,4708,,
US_OK_40009,,35.26,-99.69,,2342,,
US_OK_40011,,35.88,-98.43,,2432,,
US_OK_40013,,33.97,-96.25,,2443,,
US_OK_40015,,35.18,-98.38,,3342,,
US_OK_40017,,35.54,-97.98,,2344,,
US_OK_40019,,34.25,-97.29,,2159,,
US_OK_40021,,35.91,-95,,2011,,
US_OK_40023,,34.03,-95.55,,2074,,
US_OK_40025,,36.74,-102.52,,4769,,
US_OK_40027,,35.2,-97.33,,1446,,
US_OK_40029,,34.6,-96.3,,1350,,
US_OK_40031,,34.66,-98.46,,2807,,
US_OK_40033,,34.28,-98.37,,1663,,
US_OK_40035,,36.76,-95.22,,1975,,
US_OK_40037,,35.9,-96.37,,2512,,
US_OK_40039,,35.64,-99.01,,2595,,
US_OK_40041,,36.41,-94.8,,2052,,
US_OK_40043,,35.99,-99,,2611,,
US_OK_40045,,36.21,-99.75,,3190,,
US_OK_40047,,36.38,-97.78,,2745,,
US_OK_40049,,34.71,-97.31,,2107,,
US_OK_40051,,35.02,-97.89,,2863,,
US_OK_40053,,36.8,-97.79,,2599,,
US_OK_40055,,34.93,-99.56,,1667,,
US_OK_40057,,34.74,-99.84,,1395,,
US_OK_40059,,36.78,-99.65,,2696,,
US_OK_40061,,35.23,-95.11,,1619,,
US_OK_40063,,35.04,-96.26,,2110,,
US_OK_40065,,34.59,-99.41,,2083,,
US_OK_40067,,34.1,-97.84,,2004,,
US_OK_40069,,34.31,-96.66,,1705,,
US_OK_40071,,36.81,-97.14,,2448,,
US_OK_40073,,35.94,-97.94,,2346,,
US_OK_40075,,34.92,-98.98,,2669,,
US_OK_40077,,34.87,-95.24,,1888,,
US_OK_40079,,34.9,-94.7,,4165,,
US_OK_40081,,35.7,-96.88,,2501,,
US_OK_40083,,35.91,-97.45,,1940,,
US_OK_40085,,33.95,-97.25,,1378,,
US_OK_40087,,35,-97.44,,1503,,
US_OK_40089,,34.11,-94.77,,4924,,
US_OK_40091,,35.38,-95.67,,1845,,
US_OK_40093,,36.31,-98.54,,2481,,
US_OK_40095,,34.03,-96.77,,1106,,
US_OK_40097,,36.3,-95.24,,1770,,
US_OK_40099,,34.49,-97.07,,1101,,
US_OK_40101,,35.61,-95.38,,2173,,
US_OK_40103,,36.39,-97.24,,1923,,
US_OK_40105,,36.79,-95.62,,1504,,
US_OK_40107,,35.47,-96.33,,1629,,
US_OK_40109,,35.48,-97.53,,1860,,
US_OK_40111,,35.64,-95.97,,1819,,
US_OK_40113,,36.63,-96.4,,5967,,
US_OK_40115,,36.84,-94.81,,1255,,
US_OK_40117,,36.31,-96.7,,1541,,
US_OK_40119,,36.08,-96.97,,1806,,
US_OK_40121,,34.93,-95.75,,3569,,
US_OK_40123,,34.72,-96.69,,1879,,
US_OK_40125,,35.2,-96.94,,2055,,
US_OK_40127,,34.42,-95.36,,3685,,
US_OK_40129,,35.69,-99.7,,2969,,
US_OK_40131,,36.37,-95.6,,1843,,
US_OK_40133,,35.17,-96.61,,1659,,
US_OK_40135,,35.5,-94.75,,1852,,
US_OK_40137,,34.48,-97.86,,2308,,
US_OK_40139,,36.75,-101.48,,5306,,
US_OK_40141,,34.38,-98.92,,2277,,
US_OK_40143,,36.12,-95.94,,1520,,
US_OK_40145,,35.96,-95.52,,591,,
US_OK_40147,,36.747206,-95.980597,,424,,
US_OK_40149,,35.29,-98.99,,1009,,
US_OK_40151,,36.77,-98.86,,1290,,
US_OK_40153,,36.42,-99.26,,1246,,
US_OR,165476,43.935833,-120.575,1005,255026,,
US_OR_41001,,44.71,-117.67,,7999,,
US_OR_41003,,44.49027777778,-123.4325,,1759,,
US_OR_41005,,45.19,-122.21,,4867,,
US_OR_41007,,46.01,-123.71,,2809,,
US_OR_41009,,45.95,-123.08,,1783,,
US_OR_41011,,43.18,-124.09,,4678,,
US_OR_41013,,44.13,-120.36,,7732,,
US_OR_41015,,42.48,-124.1366666667,,5150,,
US_OR_41017,,43.91,-121.22,,7912,,
US_OR_41019,,43.29,-123.18,,13297,,
US_OR_41021,,45.38,-120.21,,3167,,
US_OR_41023,,44.43841,-118.89173,,11731,,
US_OR_41025,,43.07,-118.97,,26486,,
US_OR_41027,,45.5175,-121.6494444444,,840,,
US_OR_41029,,42.42,-122.74,,7257,,
US_OR_41031,,44.63,-121.17,,4639,,
US_OR_41033,,42.36,-123.56,,4252,,
US_OR_41035,,42.68,-121.65,,15892,,
US_OR_41037,,42.79,-120.39,,21648,,
US_OR_41039,,43.95,-122.88,,12229,,
US_OR_41041,,44.64,-123.91,,3092,,
US_OR_41043,,44.63,-123.09,,5983,,
US_OR_41045,,43.21,-117.63,,25719,,
US_OR_41047,1837124,44.91,-122.58,,3093,,
US_OR_41049,,45.42,-119.57,,5307,,
US_OR_41051,,45.54,-122.41,,1206,,
US_OR_41053,,44.91,-123.42,,1927,,
US_OR_41055,,45.41,-120.69,,2153,,
US_OR_41057,,45.46,-123.7,,3452,,
US_OR_41059,,45.375131,-118.7513661,,8369,,
US_OR_41061,,45.32722222222,-118.0933333333,,5280,,
US_OR_41063,,45.58,-117.17,,3152,,
US_OR_41065,,45.16,-121.16,,6203,,
US_OR_41067,,45.56,-123.09,,1880,,
US_OR_41069,,44.73,-120.02,,4442,,
US_OR_41071,,45.23,-123.31,,1860,,
US_PA,162109,41,-77.5,335,119283,,
US_PA_42001,,39.87,-77.22,,1351,,
US_PA_42003,2563472,40.47,-79.98,,1929,,
US_PA_42005,,40.81,-79.46,,1721,,
US_PA_42007,,40.69,-80.35,,1150,,
US_PA_42009,417156,40.01,-78.49,,2635,,
US_PA_42011,,40.42,-75.93,,2242,,
US_PA_42013,,40.47,-78.35,,1365,,
US_PA_42015,,41.79,-76.52,,3007,,
US_PA_42017,,40.34,-75.11,,1611,,
US_PA_42019,,40.91,-79.91,,2058,,
US_PA_42021,,40.49,-78.72,,1796,,
US_PA_42023,,41.44,-78.2,,1032,,
US_PA_42025,,40.92,-75.7,,1003,,
US_PA_42027,,40.91,-77.82,,2880,,
US_PA_42029,,39.97,-75.75,,1968,,
US_PA_42031,,41.19,-79.42,,1577,,
US_PA_42033,,41,-78.47,,2988,,
US_PA_42035,,41.24,-77.64,,2326,,
US_PA_42037,,41.05,-76.4,,1269,,
US_PA_42039,,41.68,-80.11,,2688,,
US_PA_42041,,40.17,-77.27,,1427,,
US_PA_42043,,40.41,-76.79,,1444,,
US_PA_42045,,39.92,-75.4,,494,,
US_PA_42047,,41.42,-78.65,,2155,,
US_PA_42049,,42.1,-80.1,,4036,,
US_PA_42051,,39.92,-79.65,,2067,,
US_PA_42053,,41.52,-79.24,,1117,,
US_PA_42055,,39.93,-77.72,,2001,,
US_PA_42057,,39.92,-78.11,,1134,,
US_PA_42059,,39.86,-80.22,,1497,,
US_PA_42061,,40.41,-77.98,,2303,,
US_PA_42063,,40.65,-79.09,,2161,,
US_PA_42065,,41.13,-79,,1701,,
US_PA_42067,,40.53,-77.4,,1019,,
US_PA_42069,,41.44,-75.61,,1203,,
US_PA_42071,,40.04,-76.25,,2548,,
US_PA_42073,,40.99,-80.33,,940,,
US_PA_42075,417767,40.37,-76.46,,939,,
US_PA_42077,,40.61,-75.59,,902,,
US_PA_42079,,41.18,-75.99,,2349,,
US_PA_42081,,41.35,-77.06,,3221,,
US_PA_42083,,41.81111111111,-78.44472222222,,2549,,
US_PA_42085,,41.31,-80.25,,1768,,
US_PA_42087,,40.61,-77.62,,1074,,
US_PA_42089,,41.06,-75.34,,1599,,
US_PA_42091,,40.21,-75.37,,1262,,
US_PA_42093,,41.03,-76.66,,343,,
US_PA_42095,,40.75,-75.31,,977,,
US_PA_42097,,40.85,-76.71,,1236,,
US_PA_42099,,40.4,-77.27,,1439,,
US_PA_42101,,40.01,-75.13,,143,,
US_PA_42103,,41.33,-75.03,,1468,,
US_PA_42105,,41.74,-77.9,,2801,,
US_PA_42107,,40.7,-76.21,,2027,,
US_PA_42109,,40.77,-77.08,,860,,
US_PA_42111,,39.97,-79.03,,2800,,
US_PA_42113,,41.45,-76.51,,1172,,
US_PA_42115,,41.82,-75.8,,2156,,
US_PA_42117,,41.77,-77.25,,2946,,
US_PA_42119,,40.96,-77.06,,821,,
US_PA_42121,,41.4,-79.76,,1769,,
US_PA_42123,,41.81,-79.27,,899,,
US_PA_42125,,40.19,-80.25,,861,,
US_PA_42127,,41.65,-75.31,,751,,
US_PA_42129,,40.31,-79.47,,1036,,
US_PA_42131,,41.52,-76.02,,405,,
US_PA_42133,,39.92,-76.73,,911,,
US_PR,4422604,18.25,-66.5,,9104,,
US_PR_72001,,18.16277777778,-66.72222222222,504,108,,
US_PR_72003,,18.37944444444,-67.18833333333,18,1,,
US_PR_72005,,18.43,-67.15444444444,7,8,,
US_PR_72007,,18.256944,-66.103056,,78,,
US_PR_72009,,18.14,-66.266111,604,82,,
US_PR_72011,,18.28273,-67.13962,,116,,
US_PR_72013,,18.47055555556,-66.72083333333,7,46,,
US_PR_72015,,17.965833,-66.061389,7,3,,
US_PR_72017,,18.4505,-66.53851,3,94,,
US_PR_72019,,18.18662,-66.30628,603,86,,
US_PR_72021,,18.38333333333,-66.15,101,70,,
US_PR_72023,,18.08666666667,-67.14583333333,20,6,,
US_PR_72025,,18.23333333333,-66.03333333333,643,29,,
US_PR_72027,,18.483889,-66.845,,62,,
US_PR_72029,,18.379167,-65.901389,7,73,,
US_PR_72031,,18.38888888889,-65.96666666667,16,62,,
US_PR_72033,,18.441389,-66.118333,19,18,,
US_PR_72035,,18.10357,-66.15378,580,130,,
US_PR_72037,,18.26412,-65.6485,,200,,
US_PR_72039,,18.336111,-66.468889,,172,,
US_PR_72041,,18.17583333333,-66.16138888889,,94,,
US_PR_72043,,18.08,-66.35805555556,148,202,,
US_PR_72045,,18.21801,-66.226,,73,,
US_PR_72047,,18.34106,-66.31684,,109,,
US_PR_72049,2747855,18.31666666667,-65.29027777778,3,3,,
US_PR_72051,,18.45883,-66.26767,,60,,
US_PR_72053,,18.32583333333,-65.6525,,156,,
US_PR_72054,,18.364953,-66.566161,,26,,
US_PR_72055,,17.97166666667,-66.90805555556,17,7,,
US_PR_72057,,17.98413,-66.11378,239,107,,
US_PR_72059,,18.01916666667,-66.79194444444,11,110,,
US_PR_72061,,18.36666666667,-66.1,189,32,,
US_PR_72063,,18.2544,-65.97294,59,73,,
US_PR_72065,,18.48633,-66.82545,28,152,,
US_PR_72067,,18.13968,-67.1274,,29,,
US_PR_72069,,18.149722,-65.8275,21,144,,
US_PR_72071,,18.51305555556,-67.07,40,238,,
US_PR_72073,,18.218611,-66.591667,441,102,,
US_PR_72075,,18.05246,-66.50656,61,277,,
US_PR_72077,,18.2275,-65.921111,69,69,,
US_PR_72079,,18.04996,-67.05934,47,199,,
US_PR_72081,,18.29467,-66.87712,332,4,,
US_PR_72083,,18.2519,-66.99212,223,114,,
US_PR_72085,,18.18301,-65.86627,130,86,,
US_PR_72087,,18.43416666667,-65.89277777778,0,2,,
US_PR_72089,,18.3725,-65.71666666667,19,89,,
US_PR_72091,,18.4325,-66.48444444444,83,146,,
US_PR_72093,,18.18079,-66.9799,429,96,,
US_PR_72095,,18.00719,-65.89933,27,72,,
US_PR_72097,,18.20111111111,-67.13972222222,21,60,,
US_PR_72099,,18.39467,-67.11324,88,133,,
US_PR_72101,,18.33333333333,-66.41666666667,215,100,,
US_PR_72103,,18.21162,-65.73488,133,60,,
US_PR_72105,,18.30079,-66.24489,110,28,,
US_PR_72107,,18.2269,-66.391,516,71,,
US_PR_72109,,18.00635,-66.01572,39,59,,
