pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,deathstoday,percentdeath,testedtoday,recoveredtoday,percentactive
59,British Columbia,Colombie-Britannique,19-04-2020,1618,0,78,1618,54778,966,59.70,10801,0,0.00,31.905,0,4.82,1209,0,35.48
48,Alberta,Alberta,19-04-2020,2562,0,51,2562,97180,1162,45.36,22231,0,0.00,58.609,0,1.99,4218,0,52.65
47,Saskatchewan,Saskatchewan,19-04-2020,314,1,4,315,22759,234,74.29,19378,2,0.64,26.821,0,1.27,762,0,24.44
46,Manitoba,Manitoba,19-04-2020,245,8,5,253,19634,143,56.52,14337,0,0.00,18.474,0,1.98,222,11,41.50
35,Ontario,Ontario,19-04-2020,10578,0,553,10578,148106,5209,49.24,10168,568,5.67,72.618,39,5.23,8658,334,45.53
24,Quebec,Québec,19-04-2020,18357,0,877,18357,163548,3555,19.37,19275,836,4.77,216.347,72,4.78,4778,240,75.86
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,19-04-2020,257,0,3,257,6128,191,74.32,11750,0,0.00,49.277,0,1.17,258,2,24.51
13,New Brunswick,Nouveau-Brunswick,19-04-2020,118,0,0,118,10290,92,77.97,13246,0,0.00,15.190,0,0.00,332,5,22.03
12,Nova Scotia,Nouvelle-Écosse,19-04-2020,675,0,9,675,22029,200,29.63,22678,26,4.01,69.488,2,1.33,666,16,69.04
11,Prince Edward Island,Île-du-Prince-Édouard,19-04-2020,26,0,0,26,2239,23,88.46,14266,0,0.00,16.566,0,0.00,153,0,11.54
60,Yukon,Yukon,19-04-2020,9,0,0,9,878,8,88.89,21491,0,0.00,22.030,0,0.00,19,0,11.11
61,Northwest Territories,Territoires du Nord-Ouest,19-04-2020,5,0,0,5,1476,3,60.00,32927,0,0.00,11.154,0,0.00,17,0,40.00
62,Nunavut,Nunavut,19-04-2020,0,0,0,0,304,0,N/A,7839,0,0.00,0.000,0,,0,0,
99,Repatriated travellers,Voyageurs rapatriés,19-04-2020,13,0,,13,76,,,,0,0.00,,,,0,,
1,Canada,Canada,19-04-2020,34777,9,1580,34786,549349,11786,33.88,14615,1432,4.29,92.542,113,4.54,21292,608,61.58
59,British Columbia,Colombie-Britannique,20-04-2020,1699,0,86,1699,55779,1039,61.15,10999,81,5.01,33.502,8,5.06,1001,73,33.78
48,Alberta,Alberta,20-04-2020,2908,0,59,2908,100898,1230,42.30,23082,346,13.51,66.525,8,2.03,3718,68,55.67
47,Saskatchewan,Saskatchewan,20-04-2020,316,0,4,316,22759,238,75.32,19378,1,0.32,26.906,0,1.27,0,4,23.42
46,Manitoba,Manitoba,20-04-2020,246,8,6,254,19924,143,56.30,14549,1,0.40,18.547,1,2.36,290,0,41.34
35,Ontario,Ontario,20-04-2020,11184,0,584,11184,148106,5515,49.31,10168,606,5.73,76.779,31,5.22,0,306,45.47
24,Quebec,Québec,20-04-2020,19319,0,939,19319,167801,3847,19.91,19776,962,5.24,227.685,62,4.86,4253,292,75.23
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,20-04-2020,257,0,3,257,6233,191,74.32,11951,0,0.00,49.277,0,1.17,105,0,24.51
13,New Brunswick,Nouveau-Brunswick,20-04-2020,118,0,0,118,10492,98,83.05,13506,0,0.00,15.190,0,0.00,202,6,16.95
12,Nova Scotia,Nouvelle-Écosse,20-04-2020,721,0,9,721,22669,248,34.40,23337,46,6.81,74.223,0,1.25,640,48,64.36
11,Prince Edward Island,Île-du-Prince-Édouard,20-04-2020,26,0,0,26,2239,23,88.46,14266,0,0.00,16.566,0,0.00,0,0,11.54
60,Yukon,Yukon,20-04-2020,11,0,0,11,878,8,72.73,21491,2,22.22,26.925,0,0.00,0,0,27.27
61,Northwest Territories,Territoires du Nord-Ouest,20-04-2020,5,0,0,5,1495,5,100.00,33351,0,0.00,11.154,0,0.00,19,2,0.00
62,Nunavut,Nunavut,20-04-2020,0,0,0,0,305,0,N/A,7865,0,0.00,0.000,0,,1,0,
99,Repatriated travellers,Voyageurs rapatriés,20-04-2020,13,0,,13,76,,,,0,0.00,,,,0,,
1,Canada,Canada,20-04-2020,36823,8,1690,36831,559578,12585,34.17,14887,2045,5.88,97.983,110,4.59,10229,799,61.24
59,British Columbia,Colombie-Britannique,21-04-2020,1724,0,87,1724,56526,1041,60.38,11146,25,1.47,33.995,1,5.05,747,2,34.57
48,Alberta,Alberta,21-04-2020,3095,0,61,3095,104370,1273,41.13,23876,187,6.43,70.802,2,1.97,3472,43,56.90
47,Saskatchewan,Saskatchewan,21-04-2020,320,0,4,320,23554,252,78.75,20055,4,1.27,27.247,0,1.25,795,14,20.00
46,Manitoba,Manitoba,21-04-2020,246,9,6,255,20328,150,58.82,14844,1,0.39,18.620,0,2.35,404,7,38.82
35,Ontario,Ontario,21-04-2020,11735,0,622,11735,148106,5806,49.48,10168,551,4.93,80.561,38,5.30,0,291,45.22
24,Quebec,Québec,21-04-2020,20126,0,1041,20126,171520,4048,20.11,20215,807,4.18,237.196,102,5.17,3719,201,74.71
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,21-04-2020,257,0,3,257,6383,194,75.49,12239,0,0.00,49.277,0,1.17,150,3,23.35
13,New Brunswick,Nouveau-Brunswick,21-04-2020,118,0,0,118,10799,102,86.44,13901,0,0.00,15.190,0,0.00,307,4,13.56
12,Nova Scotia,Nouvelle-Écosse,21-04-2020,737,0,10,737,23261,286,38.81,23946,16,2.22,75.870,1,1.36,592,38,59.84
11,Prince Edward Island,Île-du-Prince-Édouard,21-04-2020,26,0,0,26,2330,23,88.46,14846,0,0.00,16.566,0,0.00,91,0,11.54
60,Yukon,Yukon,21-04-2020,11,0,0,11,872,8,72.73,21344,0,0.00,26.925,0,0.00,-6,0,27.27
61,Northwest Territories,Territoires du Nord-Ouest,21-04-2020,5,0,0,5,1509,5,100.00,33663,0,0.00,11.154,0,0.00,14,0,0.00
62,Nunavut,Nunavut,21-04-2020,0,0,0,0,320,0,N/A,8252,0,0.00,0.000,0,,15,0,
99,Repatriated travellers,Voyageurs rapatriés,21-04-2020,13,0,,13,76,,,,0,0.00,,,,0,,
1,Canada,Canada,21-04-2020,38413,9,1834,38422,569878,13188,34.32,15161,1591,4.32,102.215,144,4.77,10300,603,60.90
59,British Columbia,Colombie-Britannique,22-04-2020,1795,0,90,1795,57499,1079,60.11,11338,71,4.12,35.395,3,5.01,973,38,34.87
48,Alberta,Alberta,22-04-2020,3401,0,66,3401,108521,1310,38.52,24826,306,9.89,77.803,5,1.94,4151,37,59.54
47,Saskatchewan,Saskatchewan,22-04-2020,326,0,4,326,24008,261,80.06,20442,6,1.88,27.757,0,1.23,454,9,18.71
46,Manitoba,Manitoba,22-04-2020,246,11,6,257,20651,154,59.92,15080,2,0.78,18.766,0,2.33,323,4,37.74
35,Ontario,Ontario,22-04-2020,12245,0,659,12245,178467,6221,50.80,12252,510,4.35,84.062,37,5.38,30361,415,43.81
24,Quebec,Québec,22-04-2020,20965,0,1134,20965,176048,4291,20.47,20748,839,4.17,247.084,93,5.41,4528,243,74.12
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,22-04-2020,256,0,3,256,6655,199,77.73,12760,-1,-0.39,49.085,0,1.17,272,5,21.09
13,New Brunswick,Nouveau-Brunswick,22-04-2020,118,0,0,118,11121,104,88.14,14316,0,0.00,15.190,0,0.00,322,2,11.86
12,Nova Scotia,Nouvelle-Écosse,22-04-2020,772,0,12,772,24155,330,42.75,24866,35,4.75,79.473,2,1.55,894,44,55.70
11,Prince Edward Island,Île-du-Prince-Édouard,22-04-2020,26,0,0,26,2344,24,92.31,14935,0,0.00,16.566,0,0.00,14,1,7.69
60,Yukon,Yukon,22-04-2020,11,0,0,11,878,8,72.73,21491,0,0.00,26.925,0,0.00,6,0,27.27
61,Northwest Territories,Territoires du Nord-Ouest,22-04-2020,5,0,0,5,1512,5,100.00,33730,0,0.00,11.154,0,0.00,3,0,0.00
62,Nunavut,Nunavut,22-04-2020,0,0,0,0,333,0,N/A,8587,0,0.00,0.000,0,,13,0,
99,Repatriated travellers,Voyageurs rapatriés,22-04-2020,13,0,,13,76,,,,0,0.00,,,,0,,
1,Canada,Canada,22-04-2020,40179,11,1974,40190,612192,13986,34.80,16286,1768,4.60,106.919,140,4.91,42314,798,60.29
59,British Columbia,Colombie-Britannique,23-04-2020,1824,0,94,1824,58848,1092,59.87,11604,29,1.62,35.967,4,5.15,1349,13,34.98
48,Alberta,Alberta,23-04-2020,3720,0,67,3720,112562,1357,36.48,25750,319,9.38,85.100,1,1.80,4041,47,61.72
47,Saskatchewan,Saskatchewan,23-04-2020,331,0,4,331,24504,270,81.57,20864,5,1.53,28.183,0,1.21,496,9,17.22
46,Manitoba,Manitoba,23-04-2020,251,11,6,262,21229,174,66.41,15502,5,1.95,19.132,0,2.29,578,20,31.30
35,Ontario,Ontario,23-04-2020,12879,0,713,12879,188377,6680,51.87,12932,634,5.18,88.415,54,5.54,9910,459,42.60
24,Quebec,Québec,23-04-2020,21838,0,1243,21838,180833,4484,20.53,21312,873,4.16,257.373,109,5.69,4785,193,73.78
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,23-04-2020,256,0,3,256,6862,205,80.08,13157,0,0.00,49.085,0,1.17,207,6,18.75
13,New Brunswick,Nouveau-Brunswick,23-04-2020,118,0,0,118,11616,104,88.14,14953,0,0.00,15.190,0,0.00,495,0,11.86
12,Nova Scotia,Nouvelle-Écosse,23-04-2020,827,0,16,827,24884,358,43.29,25617,55,7.12,85.135,4,1.93,729,28,54.78
11,Prince Edward Island,Île-du-Prince-Édouard,23-04-2020,26,0,0,26,2466,24,92.31,15712,0,0.00,16.566,0,0.00,122,0,7.69
60,Yukon,Yukon,23-04-2020,11,0,0,11,881,8,72.73,21565,0,0.00,26.925,0,0.00,3,0,27.27
61,Northwest Territories,Territoires du Nord-Ouest,23-04-2020,5,0,0,5,1515,5,100.00,33797,0,0.00,11.154,0,0.00,3,0,0.00
62,Nunavut,Nunavut,23-04-2020,0,0,0,0,340,0,N/A,8767,0,0.00,0.000,0,,7,0,
99,Repatriated travellers,Voyageurs rapatriés,23-04-2020,13,0,,13,76,,,,0,0.00,,,,0,,
1,Canada,Canada,23-04-2020,42099,11,2146,42110,634917,14761,35.05,16891,1920,4.78,112.027,172,5.10,22725,775,59.85
59,British Columbia,Colombie-Britannique,24-04-2020,1853,0,98,1853,60472,1114,60.12,11924,29,1.59,36.539,4,5.29,1624,22,34.59
48,Alberta,Alberta,24-04-2020,4017,0,72,4017,116859,1397,34.78,26733,297,7.98,91.895,5,1.79,4297,40,63.43
47,Saskatchewan,Saskatchewan,24-04-2020,341,0,4,341,25141,280,82.11,21406,10,3.02,29.035,0,1.17,637,10,16.72
46,Manitoba,Manitoba,24-04-2020,252,11,6,263,21720,196,74.52,15860,1,0.38,19.205,0,2.28,491,22,23.19
35,Ontario,Ontario,24-04-2020,13519,0,763,13519,200270,7087,52.42,13749,640,4.97,92.809,50,5.64,11893,407,41.93
24,Quebec,Québec,24-04-2020,22616,0,1340,22616,185632,4724,20.89,21878,778,3.56,266.542,97,5.93,4799,240,73.19
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,24-04-2020,256,0,3,256,7105,207,80.86,13623,0,0.00,49.085,0,1.17,243,2,17.97
13,New Brunswick,Nouveau-Brunswick,24-04-2020,118,0,0,118,11908,107,90.68,15329,0,0.00,15.190,0,0.00,292,3,9.32
12,Nova Scotia,Nouvelle-Écosse,24-04-2020,850,0,16,850,25658,392,46.12,26414,23,2.78,87.503,0,1.88,774,34,52.00
11,Prince Edward Island,Île-du-Prince-Édouard,24-04-2020,26,0,0,26,2564,24,92.31,16337,0,0.00,16.566,0,0.00,98,0,7.69
60,Yukon,Yukon,24-04-2020,11,0,0,11,888,8,72.73,21736,0,0.00,26.925,0,0.00,7,0,27.27
61,Northwest Territories,Territoires du Nord-Ouest,24-04-2020,5,0,0,5,1537,5,100.00,34288,0,0.00,11.154,0,0.00,22,0,0.00
62,Nunavut,Nunavut,24-04-2020,0,0,0,0,354,0,N/A,9128,0,0.00,0.000,0,,14,0,
99,Repatriated travellers,Voyageurs rapatriés,24-04-2020,13,0,,13,76,,,,0,0.00,,,,0,,
1,Canada,Canada,24-04-2020,43877,11,2302,43888,660108,15541,35.41,17561,1778,4.22,116.757,156,5.25,25191,780,59.34
59,British Columbia,Colombie-Britannique,25-04-2020,1948,0,100,1948,63039,1137,58.37,12430,95,5.13,38.412,2,5.13,2567,23,36.50
48,Alberta,Alberta,25-04-2020,4233,0,73,4233,121244,1471,34.75,27736,216,5.38,96.836,1,1.72,4385,74,63.52
47,Saskatchewan,Saskatchewan,25-04-2020,347,2,4,349,25697,288,82.52,21880,8,2.35,29.716,0,1.15,556,8,16.33
46,Manitoba,Manitoba,25-04-2020,256,11,6,267,21720,199,74.53,15860,4,1.52,19.497,0,2.25,0,3,23.22
35,Ontario,Ontario,25-04-2020,13995,0,811,13995,210502,7509,53.65,14451,476,3.52,96.076,48,5.79,10232,422,40.55
24,Quebec,Québec,25-04-2020,23267,0,1446,23267,190765,5057,21.73,22483,651,2.88,274.214,106,6.21,5133,333,72.05
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,25-04-2020,257,0,3,257,7332,208,80.93,14058,1,0.39,49.277,0,1.17,227,1,17.90
13,New Brunswick,Nouveau-Brunswick,25-04-2020,118,0,0,118,12279,107,90.68,15807,0,0.00,15.190,0,0.00,371,0,9.32
12,Nova Scotia,Nouvelle-Écosse,25-04-2020,865,0,22,865,26320,412,47.63,27095,15,1.76,89.047,6,2.54,662,20,49.83
11,Prince Edward Island,Île-du-Prince-Édouard,25-04-2020,26,0,0,26,2564,24,92.31,16337,0,0.00,16.566,0,0.00,0,0,7.69
60,Yukon,Yukon,25-04-2020,11,0,0,11,894,8,72.73,21883,0,0.00,26.925,0,0.00,6,0,27.27
61,Northwest Territories,Territoires du Nord-Ouest,25-04-2020,5,0,0,5,1554,5,100.00,34667,0,0.00,11.154,0,0.00,17,0,0.00
62,Nunavut,Nunavut,25-04-2020,0,0,0,0,361,0,N/A,9309,0,0.00,0.000,0,,7,0,
99,Repatriated travellers,Voyageurs rapatriés,25-04-2020,13,0,,13,76,,,,0,0.00,,,,0,,
1,Canada,Canada,25-04-2020,45341,13,2465,45354,684271,16425,36.22,18204,1466,3.34,120.657,163,5.44,24163,884,58.35
59,British Columbia,Colombie-Britannique,26-04-2020,1948,0,100,1948,64700,1137,58.37,12758,0,0.00,38.412,0,5.13,1661,0,36.50
48,Alberta,Alberta,26-04-2020,4480,0,73,4480,125310,1549,34.58,28666,247,5.84,102.486,0,1.63,4066,78,63.79
47,Saskatchewan,Saskatchewan,26-04-2020,353,0,4,353,25697,288,81.59,21880,4,1.15,30.056,0,1.13,0,0,17.28
46,Manitoba,Manitoba,26-04-2020,260,11,6,271,21720,199,73.43,15860,4,1.50,19.789,0,2.21,0,0,24.35
35,Ontario,Ontario,26-04-2020,14432,0,835,14432,222129,8000,55.43,15249,437,3.12,99.076,24,5.79,11627,491,38.78
24,Quebec,Québec,26-04-2020,24107,0,1515,24107,195577,5342,22.16,23050,840,3.61,284.114,69,6.28,4812,285,71.56
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,26-04-2020,258,0,3,258,7440,219,84.88,14265,1,0.39,49.469,0,1.16,108,11,13.95
13,New Brunswick,Nouveau-Brunswick,26-04-2020,118,0,0,118,12525,111,94.07,16123,0,0.00,15.190,0,0.00,246,4,5.93
12,Nova Scotia,Nouvelle-Écosse,26-04-2020,873,0,24,873,26871,439,50.29,27662,8,0.92,89.871,2,2.75,551,27,46.96
11,Prince Edward Island,Île-du-Prince-Édouard,26-04-2020,26,0,0,26,2688,24,92.31,17127,0,0.00,16.566,0,0.00,124,0,7.69
60,Yukon,Yukon,26-04-2020,11,0,0,11,908,8,72.73,22225,0,0.00,26.925,0,0.00,14,0,27.27
61,Northwest Territories,Territoires du Nord-Ouest,26-04-2020,5,0,0,5,1575,5,100.00,35136,0,0.00,11.154,0,0.00,21,0,0.00
62,Nunavut,Nunavut,26-04-2020,0,0,0,0,368,0,N/A,9489,0,0.00,0.000,0,,7,0,
99,Repatriated travellers,Voyageurs rapatriés,26-04-2020,13,0,,13,76,,,,0,0.00,,,,0,,
1,Canada,Canada,26-04-2020,46884,11,2560,46895,707508,17321,36.94,18822,1541,3.40,124.756,95,5.46,23237,896,57.61
59,British Columbia,Colombie-Britannique,27-04-2020,1998,0,103,1998,67289,1190,59.56,13268,50,2.57,39.398,3,5.16,2589,53,35.29
48,Alberta,Alberta,27-04-2020,4696,0,75,4696,128860,1664,35.43,29479,216,4.82,107.428,2,1.60,3550,115,62.97
47,Saskatchewan,Saskatchewan,27-04-2020,365,0,5,365,26642,288,78.90,22684,12,3.40,31.078,1,1.37,945,0,19.73
46,Manitoba,Manitoba,27-04-2020,261,11,6,272,23149,205,75.37,16904,1,0.37,19.862,0,2.21,1429,6,22.43
35,Ontario,Ontario,27-04-2020,14856,0,892,14856,234268,8525,57.38,16083,424,2.94,101.987,57,6.00,12139,525,36.61
24,Quebec,Québec,27-04-2020,24982,0,1599,24982,200172,5517,22.08,23591,875,3.63,294.427,84,6.40,4595,175,71.52
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,27-04-2020,258,0,3,258,7641,221,85.66,14651,0,0.00,49.469,0,1.16,201,2,13.18
13,New Brunswick,Nouveau-Brunswick,27-04-2020,118,0,0,118,12648,112,94.92,16282,0,0.00,15.190,0,0.00,123,1,5.08
12,Nova Scotia,Nouvelle-Écosse,27-04-2020,900,0,24,900,27437,509,56.56,28245,27,3.09,92.650,0,2.67,566,70,40.78
11,Prince Edward Island,Île-du-Prince-Édouard,27-04-2020,26,0,0,26,2726,24,92.31,17369,0,0.00,16.566,0,0.00,38,0,7.69
60,Yukon,Yukon,27-04-2020,11,0,0,11,919,8,72.73,22495,0,0.00,26.925,0,0.00,11,0,27.27
61,Northwest Territories,Territoires du Nord-Ouest,27-04-2020,5,0,0,5,1585,5,100.00,35359,0,0.00,11.154,0,0.00,10,0,0.00
62,Nunavut,Nunavut,27-04-2020,0,0,0,0,369,0,N/A,9515,0,0.00,0.000,0,,1,0,
99,Repatriated travellers,Voyageurs rapatriés,27-04-2020,13,0,,13,76,,,,0,0.00,,,,0,,
1,Canada,Canada,27-04-2020,48489,11,2707,48500,733705,18268,37.67,19519,1605,3.42,129.026,147,5.58,26197,947,56.75
59,British Columbia,Colombie-Britannique,28-04-2020,2053,0,105,2053,68935,1231,59.96,13593,55,2.75,40.482,2,5.11,1646,41,34.92
48,Alberta,Alberta,28-04-2020,4850,0,80,4850,131772,1800,37.11,30145,154,3.28,110.951,5,1.65,2912,136,61.24
47,Saskatchewan,Saskatchewan,28-04-2020,366,0,5,366,26915,291,79.51,22917,1,0.27,31.163,0,1.37,273,3,19.13
46,Manitoba,Manitoba,28-04-2020,261,11,6,272,23379,209,76.84,17072,0,0.00,19.862,0,2.21,230,4,20.96
35,Ontario,Ontario,28-04-2020,15381,0,951,15381,244766,8964,58.28,16803,525,3.53,105.591,59,6.18,10498,439,35.54
24,Quebec,Québec,28-04-2020,25757,0,1682,25757,204472,5841,22.68,24098,775,3.10,303.560,83,6.53,4300,324,70.79
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,28-04-2020,258,0,3,258,7905,222,86.05,15157,0,0.00,49.469,0,1.16,264,1,12.79
13,New Brunswick,Nouveau-Brunswick,28-04-2020,118,0,0,118,12907,114,96.61,16615,0,0.00,15.190,0,0.00,259,2,3.39
12,Nova Scotia,Nouvelle-Écosse,28-04-2020,915,0,27,915,28108,522,57.05,28936,15,1.67,94.194,3,2.95,671,13,40.00
11,Prince Edward Island,Île-du-Prince-Édouard,28-04-2020,27,0,0,27,2726,24,88.89,17369,1,3.85,17.203,0,0.00,0,0,11.11
60,Yukon,Yukon,28-04-2020,11,0,0,11,953,8,72.73,23327,0,0.00,26.925,0,0.00,34,0,27.27
61,Northwest Territories,Territoires du Nord-Ouest,28-04-2020,5,0,0,5,1585,5,100.00,35359,0,0.00,11.154,0,0.00,0,0,0.00
62,Nunavut,Nunavut,28-04-2020,0,0,0,0,377,0,N/A,9722,0,0.00,0.000,0,,8,0,
99,Repatriated travellers,Voyageurs rapatriés,28-04-2020,13,0,,13,76,,,,0,0.00,,,,0,,
1,Canada,Canada,28-04-2020,50015,11,2859,50026,754800,19231,38.44,20080,1526,3.15,133.086,152,5.72,21095,963,55.84
59,British Columbia,Colombie-Britannique,29-04-2020,2087,0,109,2087,71210,1305,62.53,14042,34,1.66,41.153,4,5.22,2275,74,32.25
48,Alberta,Alberta,29-04-2020,5165,0,87,5165,136511,1953,37.81,31229,315,6.49,118.157,7,1.68,4739,153,60.50
47,Saskatchewan,Saskatchewan,29-04-2020,383,0,6,383,27328,291,75.98,23269,17,4.64,32.611,1,1.57,413,0,22.45
46,Manitoba,Manitoba,29-04-2020,263,10,6,273,23817,213,78.02,17391,1,0.37,19.935,0,2.20,438,4,19.78
35,Ontario,Ontario,29-04-2020,15728,0,996,15728,255942,9612,61.11,17571,347,2.26,107.973,45,6.33,11176,648,32.55
24,Quebec,Québec,29-04-2020,26594,0,1761,26594,208979,6048,22.74,24629,837,3.25,313.425,79,6.62,4507,207,70.64
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,29-04-2020,258,0,3,258,8191,225,87.21,15705,0,0.00,49.469,0,1.16,286,3,11.63
13,New Brunswick,Nouveau-Brunswick,29-04-2020,118,0,0,118,13121,114,96.61,16891,0,0.00,15.190,0,0.00,214,0,3.39
12,Nova Scotia,Nouvelle-Écosse,29-04-2020,935,0,28,935,28731,529,56.58,29577,20,2.19,96.253,1,2.99,623,7,40.43
11,Prince Edward Island,Île-du-Prince-Édouard,29-04-2020,27,0,0,27,2810,24,88.89,17904,0,0.00,17.203,0,0.00,84,0,11.11
60,Yukon,Yukon,29-04-2020,11,0,0,11,973,8,72.73,23817,0,0.00,26.925,0,0.00,20,0,27.27
61,Northwest Territories,Territoires du Nord-Ouest,29-04-2020,5,0,0,5,1608,5,100.00,35872,0,0.00,11.154,0,0.00,23,0,0.00
62,Nunavut,Nunavut,29-04-2020,0,0,0,0,392,0,N/A,10108,0,0.00,0.000,0,,15,0,
99,Repatriated travellers,Voyageurs rapatriés,29-04-2020,13,0,,13,76,,,,0,0.00,,,,0,,
1,Canada,Canada,29-04-2020,51587,10,2996,51597,779613,20327,39.40,20740,1571,3.14,137.265,137,5.81,24813,1096,54.80
59,British Columbia,Colombie-Britannique,30-04-2020,2112,0,111,2112,73479,1322,62.59,14489,25,1.20,41.646,2,5.26,2269,17,32.15
48,Alberta,Alberta,30-04-2020,5355,0,89,5355,141060,2161,40.35,32269,190,3.68,122.503,2,1.66,4549,208,57.98
47,Saskatchewan,Saskatchewan,30-04-2020,389,0,6,389,27786,295,75.84,23658,6,1.57,33.122,0,1.54,458,4,22.62
46,Manitoba,Manitoba,30-04-2020,264,11,6,275,24304,220,80.00,17747,2,0.73,20.081,0,2.18,487,7,17.82
35,Ontario,Ontario,30-04-2020,16187,0,1082,16187,268447,10205,63.04,18429,459,2.92,111.124,86,6.68,12505,593,30.27
24,Quebec,Québec,30-04-2020,27538,0,1859,27538,214047,6299,22.87,25227,944,3.55,324.551,98,6.75,5068,251,70.38
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,30-04-2020,258,0,3,258,8376,225,87.21,16060,0,0.00,49.469,0,1.16,185,0,11.63
13,New Brunswick,Nouveau-Brunswick,30-04-2020,118,0,0,118,13598,114,96.61,17505,0,0.00,15.190,0,0.00,477,0,3.39
12,Nova Scotia,Nouvelle-Écosse,30-04-2020,947,0,28,947,29421,545,57.55,30287,12,1.28,97.489,0,2.96,690,16,39.49
11,Prince Edward Island,Île-du-Prince-Édouard,30-04-2020,27,0,0,27,2922,24,88.89,18618,0,0.00,17.203,0,0.00,112,0,11.11
60,Yukon,Yukon,30-04-2020,11,0,0,11,984,9,81.82,24086,0,0.00,26.925,0,0.00,11,1,18.18
61,Northwest Territories,Territoires du Nord-Ouest,30-04-2020,5,0,0,5,1629,5,100.00,36341,0,0.00,11.154,0,0.00,21,0,0.00
62,Nunavut,Nunavut,30-04-2020,0,0,0,0,396,0,N/A,10211,0,0.00,0.000,0,,4,0,
99,Repatriated travellers,Voyageurs rapatriés,30-04-2020,13,0,,13,76,,,,0,0.00,,,,0,,
1,Canada,Canada,30-04-2020,53225,11,3184,53236,806449,21424,40.24,21454,1639,3.18,141.626,188,5.98,26836,1097,53.78
59,British Columbia,Colombie-Britannique,01-05-2020,2145,0,112,2145,75544,1357,63.26,14896,33,1.56,42.297,1,5.22,2065,35,31.52
48,Alberta,Alberta,01-05-2020,5573,0,92,5573,145420,2359,42.33,33267,218,4.07,127.490,3,1.65,4360,198,56.02
47,Saskatchewan,Saskatchewan,01-05-2020,415,0,6,415,28417,297,71.57,24196,26,6.68,35.335,0,1.45,631,2,26.99
46,Manitoba,Manitoba,01-05-2020,268,11,6,279,24975,235,84.23,18237,4,1.45,20.373,0,2.15,671,15,13.62
35,Ontario,Ontario,01-05-2020,16608,0,1121,16608,284438,10825,65.18,19527,421,2.60,114.015,39,6.75,15991,620,28.07
24,Quebec,Québec,01-05-2020,28648,0,2022,28648,219367,6700,23.39,25854,1110,4.03,337.633,163,7.06,5320,401,69.55
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,01-05-2020,259,0,3,259,8545,230,88.80,16384,1,0.39,49.660,0,1.16,169,5,10.04
13,New Brunswick,Nouveau-Brunswick,01-05-2020,118,0,0,118,13998,116,98.31,18019,0,0.00,15.190,0,0.00,400,2,1.69
12,Nova Scotia,Nouvelle-Écosse,01-05-2020,959,0,29,959,30149,592,61.73,31037,12,1.27,98.724,1,3.02,728,47,35.25
11,Prince Edward Island,Île-du-Prince-Édouard,01-05-2020,27,0,0,27,3019,24,88.89,19236,0,0.00,17.203,0,0.00,97,0,11.11
60,Yukon,Yukon,01-05-2020,11,0,0,11,999,11,100.00,24453,0,0.00,26.925,0,0.00,15,2,0.00
61,Northwest Territories,Territoires du Nord-Ouest,01-05-2020,5,0,0,5,1629,5,100.00,36341,0,0.00,11.154,0,0.00,0,0,0.00
62,Nunavut,Nunavut,01-05-2020,0,0,0,0,421,0,N/A,10856,0,0.00,0.000,0,,25,0,
99,Repatriated travellers,Voyageurs rapatriés,01-05-2020,13,0,,13,76,,,,0,0.00,,,,0,,
1,Canada,Canada,01-05-2020,55050,11,3391,55061,836921,22751,41.32,22265,1825,3.43,146.481,207,6.16,30472,1327,52.52
59,British Columbia,Colombie-Britannique,02-05-2020,2171,0,114,2171,77904,1376,63.38,15362,26,1.21,42.809,2,5.25,2360,19,31.37
48,Alberta,Alberta,02-05-2020,5670,0,94,5670,148757,2534,44.69,34030,97,1.74,129.709,2,1.66,3337,175,53.65
47,Saskatchewan,Saskatchewan,02-05-2020,421,0,6,421,28847,302,71.73,24562,6,1.45,35.846,0,1.43,430,5,26.84
46,Manitoba,Manitoba,02-05-2020,269,11,6,280,25736,236,84.29,18793,1,0.36,20.446,0,2.14,761,1,13.57
35,Ontario,Ontario,02-05-2020,17119,0,1176,17119,300210,11390,66.53,20610,511,3.08,117.523,55,6.87,15772,565,26.60
24,Quebec,Québec,02-05-2020,29656,0,2136,29656,224831,6965,23.49,26498,1008,3.52,349.512,114,7.20,5464,265,69.31
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,02-05-2020,259,0,3,259,8716,231,89.19,16712,0,0.00,49.660,0,1.16,171,1,9.65
